Name,Link,OfficialTitle,LegisType,BillStage
BILLS-115hres720ih,https://www.govinfo.gov/content/pkg/BILLS-115hres720ih/xml/BILLS-115hres720ih.xml,"Recognizing the coordinated struggle of workers on the 50th anniversary of the 1968 Memphis
			 sanitation workers strike to voice their grievances and reach a collective
			 agreement for rights in the workplace.",RESOLUTION,
BILLS-115hr6103ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6103ih/xml/BILLS-115hr6103ih.xml,"To establish a national commission on the Federal response to the 2017 natural disasters in Puerto
			 Rico, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s788is,https://www.govinfo.gov/content/pkg/BILLS-115s788is/xml/BILLS-115s788is.xml,"To direct the Secretary of Veterans Affairs to conduct an independent review of the deaths of
			 certain veterans by suicide, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr2358ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2358ih/xml/BILLS-115hr2358ih.xml,"To award a Congressional Gold Medal, collectively, to the Chinese American Veterans of World War
			 II, in recognition of their dedicated service during World War II.",A BILL,Introduced-in-House
BILLS-115s3363is,https://www.govinfo.gov/content/pkg/BILLS-115s3363is/xml/BILLS-115s3363is.xml,"To support States in their work to end preventable morbidity and mortality in maternity care by
			 using evidence-based quality improvement to protect the health of mothers
			 during pregnancy, childbirth, and in the postpartum period and to reduce
			 neonatal and infant mortality, to eliminate racial disparities in maternal
			 health outcomes, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr6925ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6925ih/xml/BILLS-115hr6925ih.xml,"To require reporting by the Secretary of Housing and Urban Development and the Comptroller General
			 of the United States regarding sexual harassment in Federal housing
			 assistance programs, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6336ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6336ih/xml/BILLS-115hr6336ih.xml,"To require the Secretary of Agriculture to grant farm numbers to individuals with certain
			 documentation, to amend the Consolidated Farm and Rural Development Act to
			 include qualified intermediaries as recipients of farm ownership loans, to
			 provide for a study of farmland tenure, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3117is,https://www.govinfo.gov/content/pkg/BILLS-115s3117is/xml/BILLS-115s3117is.xml,"To require the Secretary of Agriculture to grant farm numbers to individuals with certain
			 documentation, to amend the Consolidated Farm and Rural Development Act to
			 include qualified intermediaries as recipients of farm ownership loans, to
			 provide for a study of farmland tenure, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s1942is,https://www.govinfo.gov/content/pkg/BILLS-115s1942is/xml/BILLS-115s1942is.xml,"To direct the Attorney General to review, revise, and develop law
			 enforcement and justice protocols appropriate to address missing and
			 murdered
			 Indians, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s1942rs,https://www.govinfo.gov/content/pkg/BILLS-115s1942rs/xml/BILLS-115s1942rs.xml,"To direct the Attorney General to review, revise, and develop law enforcement and justice protocols
			 appropriate to address missing and murdered Indians, and for other
			 purposes.",A BILL,Reported-in-Senate
BILLS-115s1270is,https://www.govinfo.gov/content/pkg/BILLS-115s1270is/xml/BILLS-115s1270is.xml,"To direct the Director of the Office of Science and Technology Policy to carry out programs and
			 activities to ensure that Federal science agencies and institutions of
			 higher education receiving Federal research and development funding are
			 fully engaging their entire talent pool, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr6374rfs,https://www.govinfo.gov/content/pkg/BILLS-115hr6374rfs/xml/BILLS-115hr6374rfs.xml,"To require the Department of Homeland Security to streamline Federal contractor fitness
			 determinations, and for other purposes.",AN ACT,Referred-in-Senate
BILLS-115hr6374eh,https://www.govinfo.gov/content/pkg/BILLS-115hr6374eh/xml/BILLS-115hr6374eh.xml,"To require the Department of Homeland Security to streamline Federal contractor fitness determinations, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115hres132ih,https://www.govinfo.gov/content/pkg/BILLS-115hres132ih/xml/BILLS-115hres132ih.xml,"Calling on the President to initiate renegotiation of the North American Free Trade Agreement
			 (NAFTA) and further calling on the President to consider withdrawing the
			 United States from NAFTA if the renegotiations are not satisfactorily
			 completed within one year.",RESOLUTION,
BILLS-115hr791ih,https://www.govinfo.gov/content/pkg/BILLS-115hr791ih/xml/BILLS-115hr791ih.xml,"To posthumously award a Congressional gold medal to Muhammad Ali, in recognition of his
			 contributions to the Nation.",A BILL,Introduced-in-House
BILLS-115s2163is,https://www.govinfo.gov/content/pkg/BILLS-115s2163is/xml/BILLS-115s2163is.xml,To expand school choice in the District of Columbia.,A BILL,Introduced-in-Senate
BILLS-115hr4485ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4485ih/xml/BILLS-115hr4485ih.xml,"To direct the Attorney General to review, revise, and develop law enforcement and justice protocols
			 appropriate to address missing and murdered Indians, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr164ih,https://www.govinfo.gov/content/pkg/BILLS-115hr164ih/xml/BILLS-115hr164ih.xml,"To provide for an evidence-based strategy for voluntary screening for HIV/AIDS and other common
			 sexually transmitted infections, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6374rh,https://www.govinfo.gov/content/pkg/BILLS-115hr6374rh/xml/BILLS-115hr6374rh.xml,"To require the Department of Homeland Security to streamline Federal contractor fitness
			 determinations, and for other purposes.",A BILL,Reported-in-House
BILLS-115hr2652ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2652ih/xml/BILLS-115hr2652ih.xml,"To direct the Secretary of Veterans Affairs to conduct an independent review of the deaths of
			 certain veterans by suicide, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr2676ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2676ih/xml/BILLS-115hr2676ih.xml,"To require States to report to the Attorney General certain information regarding use of force incidents involving law enforcement officers and civilians, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr4576ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4576ih/xml/BILLS-115hr4576ih.xml,To expand school choice in the District of Columbia.,A BILL,Introduced-in-House
BILLS-115hr2151ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2151ih/xml/BILLS-115hr2151ih.xml,"To prevent harassment at institutions of higher education, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s954is,https://www.govinfo.gov/content/pkg/BILLS-115s954is/xml/BILLS-115s954is.xml,"To prevent harassment at institutions of higher education, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s992is,https://www.govinfo.gov/content/pkg/BILLS-115s992is/xml/BILLS-115s992is.xml,"To direct the Secretary of Veterans Affairs to conduct an independent review of the deaths of
			 certain veterans by suicide, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr7307ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7307ih/xml/BILLS-115hr7307ih.xml,"To direct the Secretary of Defense to establish the Ronald V. Dellums Memorial Fellowship for Women
			 of Color in STEAM fields, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1942es,https://www.govinfo.gov/content/pkg/BILLS-115s1942es/xml/BILLS-115s1942es.xml,"To direct the Attorney General to review, revise, and develop law enforcement and justice protocols
			 appropriate to address missing and murdered Indians, and for other
			 purposes.",AN ACT,Engrossed-in-Senate
BILLS-115hr2653ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2653ih/xml/BILLS-115hr2653ih.xml,"To direct the Director of the Office of Science and Technology Policy to carry out programs and
			 activities to ensure that Federal science agencies and institutions of
			 higher education receiving Federal research and development funding are
			 fully engaging their entire talent pool, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2722is,https://www.govinfo.gov/content/pkg/BILLS-115s2722is/xml/BILLS-115s2722is.xml,"To establish environmental justice as a consideration in the regulation of pesticides, and for
			 other purposes.",A BILL,Introduced-in-Senate
BILLS-115s1258is,https://www.govinfo.gov/content/pkg/BILLS-115s1258is/xml/BILLS-115s1258is.xml,"To require States to report to the Attorney General certain information regarding use of force
			 incidents involving law enforcement officers and civilians, and for other
			 purposes.",A BILL,Introduced-in-Senate
BILLS-115s121is,https://www.govinfo.gov/content/pkg/BILLS-115s121is/xml/BILLS-115s121is.xml,"To establish the veterans’ business outreach center program, to improve the programs for veterans
			 of the Small Business Administration, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3721ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3721ih/xml/BILLS-115hr3721ih.xml,"To amend the Bipartisan Congressional Trade Priorities and Accountability Act of 2015 with respect
			 to the protection of human rights and labor standards, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr7031ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7031ih/xml/BILLS-115hr7031ih.xml,"To provide for research to better understand the causes and consequences of sexual harassment
			 affecting individuals in the scientific workforce and to examine policies
			 to reduce the prevalence and negative impact of such harassment, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr1570ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1570ih/xml/BILLS-115hr1570ih.xml,"To provide for the establishment of a global affairs strategy and assistance for people of African
			 descent, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr1318ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1318ih/xml/BILLS-115hr1318ih.xml,"To support States in their work to save and sustain the health of mothers during pregnancy,
			 childbirth, and in the postpartum period, to eliminate disparities in
			 maternal health outcomes for pregnancy-related and pregnancy-associated
			 deaths, to identify solutions to improve health care quality and health
			 outcomes for mothers, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6612ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6612ih/xml/BILLS-115hr6612ih.xml,To secure the Federal voting rights of persons when released from incarceration.,A BILL,Introduced-in-House
BILLS-115hr7262ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7262ih/xml/BILLS-115hr7262ih.xml,"To make housing more affordable, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2829is,https://www.govinfo.gov/content/pkg/BILLS-115s2829is/xml/BILLS-115s2829is.xml,"To amend the Federal Reserve Act to require Federal Reserve banks to interview at least one
			 individual reflective of gender diversity and one individual reflective of
			 racial or ethnic diversity when appointing Federal Reserve bank
			 presidents, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s827is,https://www.govinfo.gov/content/pkg/BILLS-115s827is/xml/BILLS-115s827is.xml,"To provide for the sealing or expungement of records relating to Federal nonviolent criminal
			 offenses, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s1312is,https://www.govinfo.gov/content/pkg/BILLS-115s1312is/xml/BILLS-115s1312is.xml,To prioritize the fight against human trafficking in the United States.,A BILL,Introduced-in-Senate
BILLS-115hres1042ih,https://www.govinfo.gov/content/pkg/BILLS-115hres1042ih/xml/BILLS-115hres1042ih.xml,"Recognizing the Dominican community’s presence and contributions to Hamilton Heights, Washington
			 Heights, and Inwood.",RESOLUTION,
BILLS-115hr1906ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1906ih/xml/BILLS-115hr1906ih.xml,"To provide for the sealing or expungement of records relating to Federal nonviolent criminal
			 offenses, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1112is,https://www.govinfo.gov/content/pkg/BILLS-115s1112is/xml/BILLS-115s1112is.xml,"To support States in their work to save and sustain the health of mothers during pregnancy,
			 childbirth, and in the postpartum period, to eliminate disparities in
			 maternal health outcomes for pregnancy-related and pregnancy-associated
			 deaths, to identify solutions to improve health care quality and health
			 outcomes for mothers, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr5146ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5146ih/xml/BILLS-115hr5146ih.xml,"To amend the Carl D. Perkins Career and Technical Education Act of 2006 to establish the American
			 Technical Training Grant Program, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3503is,https://www.govinfo.gov/content/pkg/BILLS-115s3503is/xml/BILLS-115s3503is.xml,"To make housing more affordable, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s2960is,https://www.govinfo.gov/content/pkg/BILLS-115s2960is/xml/BILLS-115s2960is.xml, To require health insurance coverage for the treatment of infertility. ,A BILL,Introduced-in-Senate
BILLS-115hr391ih,https://www.govinfo.gov/content/pkg/BILLS-115hr391ih/xml/BILLS-115hr391ih.xml,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of
			 their immigration status, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3234is,https://www.govinfo.gov/content/pkg/BILLS-115s3234is/xml/BILLS-115s3234is.xml,"To provide at-risk and disconnected youth with subsidized summer and year-round employment and to
			 assist local community partnerships in improving high school graduation
			 and youth employment rates, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3493ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3493ih/xml/BILLS-115hr3493ih.xml,"To amend the Public Health Service Act to authorize grants for local care corps programs through
			 which qualified volunteers provide care, companionship, and other services
			 to seniors and individuals in need, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3543is,https://www.govinfo.gov/content/pkg/BILLS-115s3543is/xml/BILLS-115s3543is.xml,To protect the voting rights of Native American and Alaska Native voters.,A BILL,Introduced-in-Senate
BILLS-115hr3944ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3944ih/xml/BILLS-115hr3944ih.xml,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to authorize a grant program to
			 assist State and local law enforcement agencies in purchasing body-worn
			 cameras and securely storing and maintaining recorded data for law
			 enforcement officers.",A BILL,Introduced-in-House
BILLS-115hr4918ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4918ih/xml/BILLS-115hr4918ih.xml,"To authorize dedicated domestic terrorism offices within the Department of Homeland Security, the
			 Department of Justice, and the Federal Bureau of Investigation to analyze
			 and monitor domestic terrorist activity and require the Federal Government
			 to take steps to prevent domestic terrorism.",A BILL,Introduced-in-House
BILLS-115s1918is,https://www.govinfo.gov/content/pkg/BILLS-115s1918is/xml/BILLS-115s1918is.xml,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to authorize a grant program to
			 assist State and local law enforcement agencies in purchasing body-worn
			 cameras and securely storing and maintaining recorded data for law
			 enforcement officers. ",A BILL,Introduced-in-Senate
BILLS-115hr4307ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4307ih/xml/BILLS-115hr4307ih.xml,To provide for temporary emergency impact aid for local educational agencies.,A BILL,Introduced-in-House
BILLS-115s1588is,https://www.govinfo.gov/content/pkg/BILLS-115s1588is/xml/BILLS-115s1588is.xml,To secure the Federal voting rights of persons when released from incarceration.,A BILL,Introduced-in-Senate
BILLS-115hr7127ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7127ih/xml/BILLS-115hr7127ih.xml,To protect the voting rights of Native American and Alaska Native voters.,A BILL,Introduced-in-House
BILLS-115s1504is,https://www.govinfo.gov/content/pkg/BILLS-115s1504is/xml/BILLS-115s1504is.xml,"To direct the Attorney General to study issues relating to human trafficking, and for other
			 purposes.",A BILL,Introduced-in-Senate
BILLS-115s1630is,https://www.govinfo.gov/content/pkg/BILLS-115s1630is/xml/BILLS-115s1630is.xml,"To establish in the Administration for Children and Families of the Department of Health and Human
			 Services the Federal Interagency Working Group on Reducing Child Poverty
			 to develop a national strategy to eliminate child poverty in the United
			 States, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr2473eh,https://www.govinfo.gov/content/pkg/BILLS-115hr2473eh/xml/BILLS-115hr2473eh.xml,"To direct the Attorney General to study issues relating to human trafficking, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115s2148is,https://www.govinfo.gov/content/pkg/BILLS-115s2148is/xml/BILLS-115s2148is.xml,"To authorize dedicated domestic terrorism offices within the Department of Homeland Security, the
			 Department of Justice, and the Federal Bureau of Investigation to analyze
			 and monitor domestic terrorist activity and require the Federal Government
			 to take steps to prevent domestic terrorism.",A BILL,Introduced-in-Senate
BILLS-115hr3381ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3381ih/xml/BILLS-115hr3381ih.xml,"To establish in the Administration for Children and Families of the Department of Health and Human
			 Services the Federal Interagency Working Group on Reducing Child Poverty
			 to develop a national strategy to eliminate child poverty in the United
			 States, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr2859ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2859ih/xml/BILLS-115hr2859ih.xml,"To amend the Higher Education Act of 1965 to establish demonstration projects for competency-based
			 education.",A BILL,Introduced-in-House
BILLS-115hr2473rfs,https://www.govinfo.gov/content/pkg/BILLS-115hr2473rfs/xml/BILLS-115hr2473rfs.xml,"To direct the Attorney General to study issues relating to human trafficking, and for other
			 purposes.",AN ACT,Referred-in-Senate
BILLS-115s1804is,https://www.govinfo.gov/content/pkg/BILLS-115s1804is/xml/BILLS-115s1804is.xml,To establish a Medicare-for-all national health insurance program.,A BILL,Introduced-in-Senate
BILLS-115s362is,https://www.govinfo.gov/content/pkg/BILLS-115s362is/xml/BILLS-115s362is.xml,"To provide that 6 of the 12 weeks of parental leave made available to a Federal employee shall be
			 paid leave, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr676ih,https://www.govinfo.gov/content/pkg/BILLS-115hr676ih/xml/BILLS-115hr676ih.xml,"To provide for comprehensive health insurance coverage for all United States residents, improved
			 health care delivery, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr485ih,https://www.govinfo.gov/content/pkg/BILLS-115hr485ih/xml/BILLS-115hr485ih.xml,"To amend the Federal Reserve Act to require Federal Reserve banks to interview at least one
			 individual reflective of gender diversity and one individual reflective of
			 racial or ethnic diversity when appointing Federal Reserve bank
			 presidents, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5965ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5965ih/xml/BILLS-115hr5965ih.xml,To require health insurance coverage for the treatment of infertility.,A BILL,Introduced-in-House
BILLS-115hr2725ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2725ih/xml/BILLS-115hr2725ih.xml,"To amend the Higher Education Act of 1965 to provide for the refinancing of certain Federal student
			 loans.",A BILL,Introduced-in-House
BILLS-115hres246ih,https://www.govinfo.gov/content/pkg/BILLS-115hres246ih/xml/BILLS-115hres246ih.xml,"Commemorating the 50th anniversary of Dr. Martin Luther King, Jr.’s ",RESOLUTION,
BILLS-115hr7142ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7142ih/xml/BILLS-115hr7142ih.xml,"To help train individuals in effective and evidence-based de-escalation techniques to ensure that
			 individuals at diverse levels of society have and retain greater skills to
			 resolve conflicts, manage anger, and control implicit bias without the use
			 of physical or other force, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr4115ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4115ih/xml/BILLS-115hr4115ih.xml,"To promote registered apprenticeships and other work-based learning programs for small and medium-sized businesses within in-demand industry sectors, through the establishment and support of industry or sector partnerships.",A BILL,Introduced-in-House
BILLS-115hr5374ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5374ih/xml/BILLS-115hr5374ih.xml,"To end discrimination based on actual or perceived sexual orientation or gender identity in public
			 schools, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s636is,https://www.govinfo.gov/content/pkg/BILLS-115s636is/xml/BILLS-115s636is.xml,"To allow Americans to earn paid sick time so that they can address their own health needs and the
			 health needs of their families.",A BILL,Introduced-in-Senate
BILLS-115hr2961ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2961ih/xml/BILLS-115hr2961ih.xml,To amend the Higher Education Act of 1965 to improve remedial education programs that train students in the competencies needed to succeed in higher education.,A BILL,Introduced-in-House
BILLS-115hr6677ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6677ih/xml/BILLS-115hr6677ih.xml,"To require automatic sealing of certain criminal records, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6669ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6669ih/xml/BILLS-115hr6669ih.xml,"To require automatic sealing of certain criminal records, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2584is,https://www.govinfo.gov/content/pkg/BILLS-115s2584is/xml/BILLS-115s2584is.xml,"To end discrimination based on actual or perceived sexual orientation or gender identity in public
			 schools, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr1921ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1921ih/xml/BILLS-115hr1921ih.xml,"To amend the Head Start Act to authorize block grants to States for prekindergarten education, and
			 for other purposes.",A BILL,Introduced-in-House
BILLS-115s2986is,https://www.govinfo.gov/content/pkg/BILLS-115s2986is/xml/BILLS-115s2986is.xml,"To award grants to States to support efforts at institutions of higher education to increase degree
			 attainment, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr4957ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4957ih/xml/BILLS-115hr4957ih.xml,"To provide better care and outcomes for Americans living with Alzheimer’s disease and related
			 dementias and their caregivers while accelerating progress toward
			 prevention strategies, disease modifying treatments, and, ultimately, a
			 cure.",A BILL,Introduced-in-House
BILLS-115s2387is,https://www.govinfo.gov/content/pkg/BILLS-115s2387is/xml/BILLS-115s2387is.xml,"To provide better care and outcomes for Americans living with Alzheimer’s disease and related
			 dementias and their caregivers while accelerating progress toward
			 prevention strategies, disease modifying treatments, and, ultimately, a
			 cure.",A BILL,Introduced-in-Senate
BILLS-115s3588is,https://www.govinfo.gov/content/pkg/BILLS-115s3588is/xml/BILLS-115s3588is.xml,"To amend title 18, United States Code, to establish an Office of Federal Correctional Education,
			 and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr1924ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1924ih/xml/BILLS-115hr1924ih.xml,"To provide definitions of terms and services related to community-based gang intervention to ensure
			 that funding for such intervention is utilized in a cost-effective manner
			 and that community-based agencies are held accountable for providing
			 holistic, integrated intervention services, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr1516ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1516ih/xml/BILLS-115hr1516ih.xml,"To allow Americans to earn paid sick time so that they can address their own health needs and the
			 health needs of their families.",A BILL,Introduced-in-House
BILLS-115hr895ih,https://www.govinfo.gov/content/pkg/BILLS-115hr895ih/xml/BILLS-115hr895ih.xml,"To amend the Internal Revenue Code of 1986 to allow a credit against tax for qualified elementary
			 and secondary education tuition.",A BILL,Introduced-in-House
BILLS-115s185is,https://www.govinfo.gov/content/pkg/BILLS-115s185is/xml/BILLS-115s185is.xml,"To amend the Head Start Act to authorize block grants to States for prekindergarten education, and
			 for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s148is,https://www.govinfo.gov/content/pkg/BILLS-115s148is/xml/BILLS-115s148is.xml,"To amend the Internal Revenue Code of 1986 to allow a credit against tax for qualified elementary
			 and secondary education tuition.",A BILL,Introduced-in-Senate
BILLS-115s2159is,https://www.govinfo.gov/content/pkg/BILLS-115s2159is/xml/BILLS-115s2159is.xml,"To require covered harassment and covered discrimination awareness and prevention training for
			 Members, officers, employees, interns, fellows, and detailees of Congress
			 within 30 days of employment and annually thereafter, to require a
			 biennial climate survey of Congress, to amend the enforcement process
			 under the Office of Congressional Workplace Rights for covered harassment
			 and covered discrimination complaints, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3494ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3494ih/xml/BILLS-115hr3494ih.xml,"To amend the Public Health Service Act to establish a National Care Corps, and to authorize grants
			 for local care corps programs, through which qualified volunteers provide
			 care, companionship, and other services to individuals in need, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr5710ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5710ih/xml/BILLS-115hr5710ih.xml,"To develop and implement national standards for the use of solitary confinement in correctional
			 facilities, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5609ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5609ih/xml/BILLS-115hr5609ih.xml,"To establish a trust fund to provide for adequate funding for water and sewer infrastructure, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr984enr,https://www.govinfo.gov/content/pkg/BILLS-115hr984enr/xml/BILLS-115hr984enr.xml,"To extend Federal recognition to the Chickahominy Indian Tribe, the Chickahominy Indian Tribe—Eastern Division, the Upper Mattaponi Tribe, the Rappahannock Tribe, Inc., the Monacan Indian Nation, and the Nansemond Indian Tribe.",AN ACT,Enrolled-Bill
BILLS-115s292es,https://www.govinfo.gov/content/pkg/BILLS-115s292es/xml/BILLS-115s292es.xml,"To maximize discovery, and accelerate development and availability, of promising childhood cancer
			 treatments, and for other purposes.",AN ACT,Engrossed-in-Senate
BILLS-115hr1777ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1777ih/xml/BILLS-115hr1777ih.xml,"To amend titles 10 and 32, United States Code, to improve and enhance authorities relating to the
			 employment, use, status, and benefits of military technicians (dual
			 status), and for other purposes.",A BILL,Introduced-in-House
BILLS-115s766is,https://www.govinfo.gov/content/pkg/BILLS-115s766is/xml/BILLS-115s766is.xml,"To amend titles 10 and 32, United States Code, to improve and enhance authorities relating to the
			 employment, use, status, and benefits of military technicians (dual
			 status), and for
			 other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr7068ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7068ih/xml/BILLS-115hr7068ih.xml,"To close loopholes in the immigration laws that serve as incentives to aliens to attempt to enter
			 the United States unlawfully, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3608is,https://www.govinfo.gov/content/pkg/BILLS-115s3608is/xml/BILLS-115s3608is.xml,To provide grants for local care corps programs.,A BILL,Introduced-in-Senate
BILLS-115s292rfh,https://www.govinfo.gov/content/pkg/BILLS-115s292rfh/xml/BILLS-115s292rfh.xml,"To maximize discovery, and accelerate development and availability, of promising childhood cancer
			 treatments, and for other purposes.",AN ACT,Referred-in-House
BILLS-115s292enr,https://www.govinfo.gov/content/pkg/BILLS-115s292enr/xml/BILLS-115s292enr.xml,"To maximize discovery, and accelerate development and availability, of promising childhood cancer
 treatments, and for other purposes.",AN ACT,Enrolled-Bill
BILLS-115hr4396ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4396ih/xml/BILLS-115hr4396ih.xml,"To amend the Congressional Accountability Act of 1995 to reform the procedures provided under such
			 Act for the investigation and resolution of allegations that employing
			 offices of the legislative branch have violated the rights and protections
			 provided to their employees under such Act, including protections against
			 sexual harassment, to require the updating of programs of sexual
			 harassment prevention and response training in employment, to institute
			 biennial employment discrimination climate surveys, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr539ih,https://www.govinfo.gov/content/pkg/BILLS-115hr539ih/xml/BILLS-115hr539ih.xml,"To amend title IX of the Public Health Service Act to revise the operations of the United States
			 Preventive Services Task Force, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr1510ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1510ih/xml/BILLS-115hr1510ih.xml,"To provide for the elimination of the Department of Education, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr984eh,https://www.govinfo.gov/content/pkg/BILLS-115hr984eh/xml/BILLS-115hr984eh.xml,"To extend Federal recognition to the Chickahominy Indian Tribe, the Chickahominy Indian Tribe—Eastern Division, the Upper Mattaponi Tribe, the Rappahannock Tribe, Inc., the Monacan Indian Nation, and the Nansemond Indian Tribe.",AN ACT,Engrossed-in-House
BILLS-115hr984rfs,https://www.govinfo.gov/content/pkg/BILLS-115hr984rfs/xml/BILLS-115hr984rfs.xml,"To extend Federal recognition to the Chickahominy Indian Tribe, the Chickahominy Indian
			 Tribe—Eastern Division, the Upper Mattaponi Tribe, the Rappahannock Tribe,
			 Inc., the Monacan Indian Nation, and the Nansemond Indian Tribe.",AN ACT,Referred-in-Senate
