,WordText,WordTextLower,CategoryLabel
699,the Office of Critical Infrastructure Protection of the Department of the Treasury,the office of critical infrastructure protection of the department of the treasury,ORG
700,the National Security Division of the Department of Justice,the national security division of the department of justice,ORG
701,the Department of Homeland Security,the department of homeland security,ORG
702,the Foreign Agricultural Service of the Department of Agriculture,the foreign agricultural service of the department of agriculture,ORG
703,the Foreign Service,the foreign service,ORG
704,section 2101,section 2101,LAW
705,the national security agency,the national security agency,ORG
706,the New Inclusion Quotient,the new inclusion quotient,ORG
707,Presenting Federal Data,presenting federal data,ORG
708,Ethnicity,ethnicity,ORG
709,Senior Executive Service,senior executive service,ORG
710,412,412,CARDINAL
711,147,147,CARDINAL
712,32,32,CARDINAL
713,Notice,notice,ORG
714,a period of,a period of,DATE
715,Mary Jo Lawyer Spano Mesothelioma,mary jo lawyer spano mesothelioma,PERSON
716,mesothelioma data collection,mesothelioma data collection,ORG
717,Title III,title iii,PRODUCT
718,the Administrator of the Agency,the administrator of the agency,ORG
719,Toxic Substances and Disease Registry,toxic substances and disease registry,ORG
720,the National Institutes of Health,the national institutes of health,ORG
721,the Food and Drug Administration,the food and drug administration,ORG
722,the Centers for Medicare & Medicaid Services,the centers for medicare & medicaid services,ORG
723,Healthcare Research and Quality,healthcare research and quality,ORG
724,the Department of Veterans Affairs,the department of veterans affairs,ORG
725,3009,3009,DATE
726,later than 18 months,later than 18 months,DATE
727,later than 4 years,later than 4 years,DATE
728,Walter Scott Notification,walter scott notification,PERSON
729,any fiscal year beginning,any fiscal year beginning,DATE
730,10 percent,10 percent,PERCENT
731,that fiscal year,that fiscal year,DATE
732,3796dd,3796dd,TIME
733,the first fiscal year beginning,the first fiscal year beginning,DATE
734,the 3 fiscal years,the 3 fiscal years,DATE
735,3(a,3(a,CARDINAL
736,the fifth fiscal year beginning,the fifth fiscal year beginning,DATE
737,42 U.S.C. 3755(a,42 u.s.c. 3755(a,PERCENT
738,Privacy Act,privacy act,ACT
739,1974,1974,DATE
740,"Travel
 ","travel
 ",ORG
741,"September 24, 2017","september 24, 2017",DATE
742,"March 6, 2017","march 6, 2017",DATE
743,Nicaragua,nicaragua,GPE
744,Temporary Protected Status,temporary protected status,ORG
745,Haiti,haiti,GPE
746,El Salvador,el salvador,GPE
747,the Juvenile Justice and Delinquency Prevention Act,the juvenile justice and delinquency prevention act,ACT
748,42 U.S.C. 5773(c,42 u.s.c. 5773(c,PERCENT
749,the Executive Order,the executive order,ORG
750,24 hour,24 hour,TIME
751,"20,000,000","20,000,000",MONEY
752,fiscal year,fiscal year,DATE
753,a fiscal year,a fiscal year,DATE
754,the Hate Crimes Statistics Act,the hate crimes statistics act,ACT
755,28 U.S.C. 534,28 u.s.c. 534,MONEY
756,the fiscal year 2018,the fiscal year 2018,DATE
757,the Office for Victims of Crime,the office for victims of crime,ORG
758,the Office of Justice Programs,the office of justice programs,ORG
759,the first 180 days,the first 180 days,DATE
760,Prince Hall Freemasonry Stamp,prince hall freemasonry stamp,ORG
761,Prince Hall Freemasonry,prince hall freemasonry,ORG
762,Chapter 11,chapter 11,LAW
763,later than January 31 of each year,later than january 31 of each year,DATE
764,Education,education,ORG
765,the Institute of Education Sciences,the institute of education sciences,ORG
766,elementary school,elementary school,PERSON
767,Bias,bias,PERSON
768,Offspring Mortality,offspring mortality,ORG
769,MOMMA’s,momma’s,LAW
770,Improving Federal,improving federal,ORG
771,the Centers for Disease Control and Prevention,the centers for disease control and prevention,ORG
772,Alliance for Innovation on Maternal Health Grant Program,alliance for innovation on maternal health grant program,ORG
773,the Associate Administrator of the Maternal and Child Health Bureau of the Health Resources and Services Administration,the associate administrator of the maternal and child health bureau of the health resources and services administration,ORG
774,the Alliance for Innovation on Maternal Health Grant Program,the alliance for innovation on maternal health grant program,ORG
775,AIM,aim,ORG
776,postpartum care basics,postpartum care basics,ORG
777,CHIP,chip,ORG
778,Medicaid,medicaid,ORG
779,1396a,1396a,DATE
780,the Social Security Act,the social security act,ACT
781,2112(d)(2)(A,2112(d)(2)(a,CARDINAL
782,1397ll(d)(2)(A,1397ll(d)(2)(a,CARDINAL
783,1396a(l,1396a(l,CARDINAL
784,1397ee(d,1397ee(d,CARDINAL
785,five years,five years,DATE
786,section 1903(v)(4)(A)(i,section 1903(v)(4)(a)(i,LAW
787,section 2107(e)(1,section 2107(e)(1,LAW
788,the first day,the first day,DATE
789,quarter,quarter,DATE
790,2 year,2 year,DATE
791,the People Resolution,the people resolution,ORG
792,the Office of Government Ethics,the office of government ethics,ORG
793,Citizens United,citizens united,GPE
794,the Federal Election Commission,the federal election commission,ORG
795,Vietnam,vietnam,GPE
796,Veterans Affairs,veterans affairs,ORG
797,the Centers of Disease Control and Prevention of the Department of Health and Human Services,the centers of disease control and prevention of the department of health and human services,ORG
798,the Veterans Affairs Central Cancer Registry,the veterans affairs central cancer registry,ORG
799,the National Program of Cancer Registries,the national program of cancer registries,ORG
800,Retail Justice Review,retail justice review,ORG
801,Applicability of Federal,applicability of federal,ORG
802,Protecting Newborns,protecting newborns,ORG
803,NAS,nas,ORG
804,CDC,cdc,ORG
805,Programs,programs,ORG
806,Statistics,statistics,ORG
807,the Safe and Drug Free Schools,the safe and drug free schools,ORG
808,State Application,state application,ORG
809,7132,7132,DATE
810,section 4151,section 4151,LAW
811,Bullying,bullying,GPE
812,Federal and State Nondiscrimination Laws,federal and state nondiscrimination laws,ORG
813,the Elementary and Secondary Education Act,the elementary and secondary education act,ACT
814,longer than 4 hours,longer than 4 hours,TIME
815,section 4(1,section 4(1,DATE
816,the Federal Rules of Criminal Procedure,the federal rules of criminal procedure,ORG
817,4 hours,4 hours,TIME
818,later than 5 days,later than 5 days,DATE
819,African American Civil Rights Network Act,african american civil rights network act,ACT
820,U.S. Civil Rights Network Program,u.s. civil rights network program,ORG
821,54,54,CARDINAL
822,chapter 3083,chapter 3083,LAW
823,U.S. Civil Rights Network,u.s. civil rights network,ORG
824,Service,service,ORG
825,Network,network,ORG
826,section 308402(c,section 308402(c,DATE
827,more than 10 years,more than 10 years,DATE
828,any term of years,any term of years,DATE
829,section 249,section 249,LAW
830,Marijuana Data Collection,marijuana data collection,ORG
831,marijuana programs,marijuana programs,PERSON
832,the Department of Labor,the department of labor,ORG
833,10 year,10 year,DATE
834,yearly,yearly,DATE
835,the Federal and State,the federal and state,ORG
836,the next 5 years,the next 5 years,DATE
837,the next 10 years,the next 10 years,DATE
838,the Child Abuse Prevention and Treatment Act,the child abuse prevention and treatment act,ACT
839,5105(e)(3,5105(e)(3,CARDINAL
840,up to 5,up to 5,CARDINAL
841,up to 30 percent,up to 30 percent,PERCENT
842,"the Committee on Health, Education","the committee on health, education",ORG
843,Pensions,pensions,NORP
844,the Committee on Education,the committee on education,ORG
845,section 112,section 112,LAW
846,the end of fiscal year 2022,the end of fiscal year 2022,DATE
847,Sunset,sunset,GPE
848,the day,the day,DATE
849,Universal Security,universal security,ORG
850,Executive,executive,NORP
851,Department of Homeland Security Accountability,department of homeland security accountability,ORG
852,U.S. Customs and Border Protection,u.s. customs and border protection,ORG
853,U.S. Immigration and Customs Enforcement,u.s. immigration and customs enforcement,ORG
854,the Immigration and Nationality Act,the immigration and nationality act,ACT
855,the Tariff Act,the tariff act,ACT
856,1930,1930,DATE
857,U.S. Customs,u.s. customs,ORG
858,Border Protection,border protection,ORG
859,the Department of Homeland Security’s Office of Inspector General,the department of homeland security’s office of inspector general,ORG
860,U.S. Customs and Border Protection’s Office of Professional Responsibility,u.s. customs and border protection’s office of professional responsibility,ORG
861,U.S. Immigration and Customs Enforcement’s Office of Professional Responsibility,u.s. immigration and customs enforcement’s office of professional responsibility,ORG
862,section 3(d,section 3(d,LAW
863,Department of Homeland Security,department of homeland security,ORG
864,Congenital Heart Futures Reauthorization Act,congenital heart futures reauthorization act,ACT
865,CHD,chd,ORG
866,the Health Insurance Portability,the health insurance portability,ORG
867,1996,1996,DATE
868,"4,000,000","4,000,000",MONEY
869,285b–8,285b–8,CARDINAL
870,Institute,institute,ORG
871,NIH,nih,ORG
872,The Department of Education Organization Act,the department of education organization act,ACT
873,the Inspector General of,the inspector general of,ORG
874,the Department of Education,the department of education,ORG
875,Levy Fines,levy fines,ORG
876,"October 1, 2020","october 1, 2020",DATE
877,"later than April 1, 2019","later than april 1, 2019",DATE
878,the Centers for Disease Control of,the centers for disease control of,ORG
879,the National Intimate Partner and Sexual Violence Survey,the national intimate partner and sexual violence survey,ORG
880,the National Center for Injury Prevention,the national center for injury prevention,ORG
881,the preceding calendar year,the preceding calendar year,DATE
882,LGBTQ,lgbtq,ORG
883,the Education Amendments of,the education amendments of,ORG
884,Comptroller General Review,comptroller general review,ORG
885,"later than August 1, 2020","later than august 1, 2020",DATE
886,"later than September 1, 2020","later than september 1, 2020",DATE
887,the Violence Against Women Act of,the violence against women act of,ACT
888,1994,1994,DATE
889,13925,13925,DATE
890,more than 3 years,more than 3 years,DATE
891,the Campus Sexual Violence Task Force,the campus sexual violence task force,ORG
892,Task Force,task force,PRODUCT
893,the Education Amendments,the education amendments,ORG
894,the Securities Exchange Act,the securities exchange act,ACT
895,1934,1934,DATE
896,42 U.S.C. 2000e–3(a,42 u.s.c. 2000e–3(a,MONEY
897,section 4(d,section 4(d,LAW
898,503,503,CARDINAL
899,12203,12203,DATE
900,the Genetic Information Nondiscrimination Act,the genetic information nondiscrimination act,ACT
901,2008,2008,DATE
902,section 4311(b,section 4311(b,LAW
903,38,38,CARDINAL
904,section 40002(b)(13)(A,section 40002(b)(13)(a,LAW
905,the Violence Against Women Act,the violence against women act,ACT
906,B)(vi)(II,b)(vi)(ii,ORG
907,the Age Discrimination in Employment Act of 1967,the age discrimination in employment act of 1967,ACT
908,621,621,CARDINAL
909,section 501,section 501,LAW
910,the Rehabilitation Act of 1973,the rehabilitation act of 1973,ACT
911,29 U.S.C. 791,29 u.s.c. 791,PERCENT
912,section 4311(a,section 4311(a,LAW
913,the first fiscal year,the first fiscal year,DATE
914,A)(i,a)(i,ORG
915,Chapter 81,chapter 81,LAW
916,"1253, 1254","1253, 1254",DATE
917,Chapter 85,chapter 85,LAW
918,1261,1261,DATE
919,Concussion Awareness and Education,concussion awareness and education,ORG
920,Federal data collection efforts,federal data collection efforts,ORG
921,284,284,CARDINAL
922,Concussion Research Commission,concussion research commission,ORG
923,a Concussion Research Commission,a concussion research commission,ORG
924,nine,nine,CARDINAL
925,Five,five,CARDINAL
926,Vacancies,vacancies,ORG
927,chapter 57,chapter 57,LAW
928,at least 4,at least 4,CARDINAL
929,Federal department,federal department,ORG
930,6 months,6 months,DATE
931,later than 36 months,later than 36 months,DATE
932,each of fiscal years 2020,each of fiscal years 2020,DATE
933,2024,2024,DATE
934,2016,2016,DATE
935,42 U.S.C. 3796dd(b,42 u.s.c. 3796dd(b,MONEY
936,Office of Biometric Identity Management Authorization Act,office of biometric identity management authorization act,ACT
937,the Office of Biometric Identity Management,the office of biometric identity management,ORG
938,6 U.S.C. 341,6 u.s.c. 341,MONEY
939,Office of Biometric Identity Management,office of biometric identity management,ORG
940,the Management Directorate of the Department,the management directorate of the department,ORG
941,Biometric Support Centers,biometric support centers,ORG
942,the Department’s Office of,the department’s office of,ORG
943,section 222,section 222,LAW
944,the Office for Civil Rights and Civil Liberties of the Department,the office for civil rights and civil liberties of the department,ORG
945,Office,office,ORG
946,709,709,CARDINAL
947,LGBT Data Inclusion,lgbt data inclusion,ORG
948,chapter 7,chapter 7,LAW
949,the Bureau of Indian Education,the bureau of indian education,ORG
950,the Indian Self Determination and Education Assistance Act,the indian self determination and education assistance act,ACT
951,450,450,CARDINAL
952,the Tribally Controlled Schools Act,the tribally controlled schools act,ACT
953,1988,1988,DATE
954,25 U.S.C. 2511,25 u.s.c. 2511,MONEY
955,1002,1002,DATE
956,Historically Black Colleges,historically black colleges,ORG
957,Universities,universities,ORG
958,Asian,asian,NORP
959,Native American Pacific Islander,native american pacific islander,ORG
960,American Indian Tribally,american indian tribally,ORG
961,Native Hawaiian,native hawaiian,NORP
962,Predominantly Black Institutions,predominantly black institutions,ORG
963,Native American,native american,NORP
964,Nontribal,nontribal,PERSON
965,more than 15 percent,more than 15 percent,PERCENT
966,more than 2.5 percent,more than 2.5 percent,PERCENT
967,"250,000,000","250,000,000",MONEY
968,Richard B. Russell,richard b. russell,PERSON
969,1751,1751,DATE
970,later than 5 years,later than 5 years,DATE
971,the Task Force,the task force,ORG
972,Protecting Older Workers Against Discrimination,protecting older workers against discrimination,ORG
973,Act of,act of,ACT
974,623,623,CARDINAL
975,626,626,CARDINAL
976,29 U.S.C. 633a,29 u.s.c. 633a,PERCENT
977,4(g,4(g,CARDINAL
978,7(b)(3,7(b)(3,CARDINAL
979,4(g)(1,4(g)(1,CARDINAL
980,102,102,CARDINAL
981,12112,12112,DATE
982,section 503,section 503,LAW
983,section 102(e)(1,section 102(e)(1,LAW
984,I.,i.,ORG
985,12117,12117,DATE
986,"Federal
 ","federal
 ",ORG
